"lon","lat"
-121.8931402,37.4515977
-122.0456184,37.3863605
-122.4164837,37.7990541
-122.0331261,37.3844325
-122.0346404,37.3848221
-122.0342107,37.3842464
-122.0342107,37.3842464
-122.0264485,37.4040831
-122.0264485,37.4040831
-122.0744411,37.4109305
-122.0337528,37.3856069
-122.033871,37.3852716
-121.9178132,37.4132245
-121.9178698,37.4131746
-121.9178698,37.4131746
-122.0129444,37.3786444
-122.0197637,37.3636831
-122.0202149,37.3642941
-122.0201702,37.3649001
-122.0729567,37.3802706
-122.010439,37.3773793
-122.1042171,37.3968409
-122.0943956,37.3909742
-122.0571482,37.3879796
-122.0536349,37.3899667
-122.04954,37.3925979
-122.0459814,37.3953239
-122.0457459,37.3952292
-122.0457459,37.3952292
-122.030374,37.4023449
-122.030374,37.4023449
-122.0142189,37.3275251
-122.0142189,37.3275251
-122.0142189,37.3275251
-122.0142251,37.3277617
-122.0142251,37.3277617
-122.0142251,37.3277617
-122.0142251,37.3277617
-122.0142251,37.3277617
-122.0161228,37.3250569
-122.0160842,37.325487
-122.0160842,37.325487
-122.0160868,37.3258737
-122.0160868,37.3258737
-122.0349711,37.3228109
-121.9968787,37.3667938
-121.9968787,37.3667938
-121.9965098,37.3667103
-121.9961319,37.3659758
-121.9749463,37.3860716
-121.9767707,37.3924227
-121.9767707,37.3924227
-121.9765198,37.3918269
-122.2332068,37.8696
-122.2332068,37.8696
-122.2329021,37.8695515
-122.232149,37.8698656
-122.0174408,37.3561149
-122.0175369,37.3566682
-122.0175369,37.3566682
-122.1086802,37.4010793
-122.109238,37.4038451
-122.109238,37.4038451
-122.109238,37.4038451
-122.1122183,37.4006195
-122.1119501,37.4009391
-122.1119501,37.4009391
-122.1119501,37.4009391
-122.1119501,37.4009391
-122.1119501,37.4009391
-122.1119501,37.4009391
-122.1118213,37.4010925
-122.1111293,37.4019235
-122.1108319,37.4023003
-122.1108319,37.4023003
-122.110608,37.4025847
-122.110608,37.4025847
-122.110608,37.4025847
-122.110608,37.4025847
-122.1101101,37.4031156
-122.1101101,37.4031156
-122.10996,37.4032573
-122.1090302,37.4043789
-122.1087967,37.402946
-122.1087427,37.4029183
-122.4068995,37.6531723
-122.4067318,37.6552091
-122.3994062,37.7189074
-122.2435808,37.8662816
-122.2409829,37.8693523
-122.2406169,37.869212
-122.2261697,37.8779883
-122.2395301,37.8697913
-122.2226336,37.8779186
-122.242341,37.8620747
-122.218616,37.8629304
-122.2179401,37.8682944
-122.2496445,37.871411
-122.2427622,37.8665279
-122.2427622,37.8665279
-122.2427622,37.8665279
-122.2478152,37.8694605
-122.2970382,37.8412888
-122.2977758,37.8446778
-122.2977758,37.8446778
-122.2977758,37.8446778
-122.0526781,37.3302794
-122.0531487,37.331449
-122.2465068,37.8953478
-122.1179542,37.2555308
-122.107966,37.2430841
-122.1047378,37.2387153
-122.0987911,37.2328077
-122.0987911,37.2328077
-122.0702088,37.2166848
-122.0702088,37.2166848
-122.0702088,37.2166848
-122.0702088,37.2166848
-122.0546591,37.2100287
-122.0546591,37.2100287
-122.0546591,37.2100287
-121.994203,37.5494178
-121.8777425,37.6745941
-121.8777425,37.6745941
-121.790482,37.6943142
-122.0130198,37.5546795
-122.0132296,37.554411
-122.0138931,37.5537277
-121.9560532,37.4905085
-121.9555124,37.4935538
-121.9555124,37.4935538
-122.1557874,37.7022426
-122.1557874,37.7022426
-122.0411865,37.5800705
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0684823,37.7044593
-122.0688714,37.7018659
-122.0688714,37.7018659
-122.103962,37.6606371
-122.0998838,37.6544531
-122.0998838,37.6544531
-121.9156044,37.4943724
-121.6981175,37.5907664
-121.6944786,37.5930579
-121.6429772,37.711749
-121.6429772,37.711749
-121.6429772,37.711749
-121.6429772,37.711749
-121.6429772,37.711749
-121.6338255,37.7098096
-121.6338255,37.7098096
-121.6338255,37.7098096
-121.6338255,37.7098096
-121.631095,37.7114223
-121.631095,37.7114223
-121.6298451,37.7149148
-121.631095,37.7114223
-121.631095,37.7114223
-121.646526,37.696466
-121.9098529,37.6661029
-121.9098529,37.6661029
-121.753463,37.617931
-121.752163,37.617531
-121.753263,37.617131
-122.151637,37.7502615
-122.2949027,37.8045479
-121.564752,37.658946
-121.564752,37.658946
-121.7855778,37.6295115
-121.7855778,37.6295115
-122.2523543,37.8724691
-122.2523543,37.8724691
-122.2523543,37.8724691
-122.2522731,37.8724088
-122.2522731,37.8724088
-122.2517837,37.871892
-122.2517837,37.871892
-121.5711,37.670626
-121.5711,37.670626
-121.568139,37.701013
-121.568139,37.701013
-121.5707732,37.7014898
-122.2636776,37.8713148
-122.2636776,37.8713148
-122.2636776,37.8713148
-121.8854206,37.5682554
-121.62983,37.686755
-121.62983,37.686755
-121.6153568,37.6673627
-121.6153568,37.6673627
-121.6193548,37.6609156
-121.6144035,37.6529566
-121.5597682,37.5071624
-121.5597682,37.5071624
-121.5597682,37.5071624
-121.5597682,37.5071624
-121.5573567,37.5056983
-121.7514477,37.7595772
-121.7514477,37.7595772
-121.9655916,37.5779021
-121.5805044,37.7948045
-121.9390266,37.5126373
-121.587869,37.645449
-121.5758536,37.6366857
-122.1016067,37.6892574
-121.6983724,37.5859621
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7004245,37.586432
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7007678,37.5865667
-121.7010394,37.5867153
-121.7010394,37.5867153
-121.7010394,37.5867153
-121.7010394,37.5867153
-121.7010394,37.5867153
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7029883,37.5871469
-121.7033175,37.5869246
-121.7033175,37.5869246
-121.7033175,37.5869246
-121.7033175,37.5869246
-121.7033175,37.5869246
-121.7226564,37.7080338
-121.9770946,37.5469063
-121.977329,37.5466019
-121.7367209,37.6679184
-121.7367209,37.6679184
-121.7189046,37.6700291
-121.7189046,37.6700291
-121.7189046,37.6700291
-121.720549,37.6700702
-121.5864555,37.586804
-121.5568578,37.5865638
-122.2127005,37.7590458
-121.6410387,37.7311269
-121.6410387,37.7311269
-121.651974,37.730194
-121.651974,37.730194
-121.651974,37.730194
-121.643597,37.719644
-122.0675226,37.5407222
-121.648739,37.553423
-121.635168,37.553737
-121.636205,37.550854
-121.648739,37.553423
-121.648739,37.553423
-121.648739,37.553423
-121.648739,37.553423
-121.5573567,37.5056983
-121.8620029,37.5964977
-121.8620029,37.5964977
-121.8617473,37.5961889
-122.0291522,37.6032388
-122.0291522,37.6032388
-122.0291522,37.6032388
-122.029284,37.6030805
-122.029284,37.6030805
-121.578048,37.783949
-122.2750181,37.7981188
-121.577865,37.780252
-121.9208182,37.5981071
-121.9208182,37.5981071
-121.919401,37.5977207
-121.919401,37.5977207
-121.919401,37.5977207
-121.818607,37.702203
-121.8205887,37.7014144
-121.8177644,37.7016092
-121.8177644,37.7016092
-121.6977449,37.5949316
-121.698522,37.5938777
-122.3027738,37.8638289
-121.9541629,37.5169528
-121.9540674,37.5167856
-121.9540674,37.5167856
-121.656262,37.726343
-121.655438,37.724702
-121.885201,37.5741934
-122.0728059,37.5915502
-122.0558663,37.6408131
-122.2634466,37.7930374
-122.2598904,37.873444
-122.2598904,37.873444
-122.2650889,37.871619
-122.2650889,37.871619
-121.7771449,37.6348865
-121.7657858,37.6329663
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7764656,37.6383077
-121.7815851,37.6397242
-121.9027538,37.656223
-121.9027538,37.656223
-121.9027538,37.656223
-121.8981019,37.6533213
-121.8983343,37.6539098
-122.1535059,37.7679304
-122.1535059,37.7679304
-121.572977,37.747818
-121.572977,37.747818
-121.574427,37.7485349
-122.0989526,37.652067
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.5902448,37.7843161
-121.9382987,37.5150936
-121.9382728,37.5149671
-121.9382728,37.5149671
-121.5624265,37.7556737
-121.5791793,37.7719306
-121.5791793,37.7719306
-121.921429,37.5628827
-121.921429,37.5628827
-121.68515,37.5803696
-121.6818492,37.5788263
-121.6819768,37.5749471
-122.0384539,37.5798179
-122.0394854,37.5797501
-122.0646796,37.6382558
-122.0646796,37.6382558
-121.564889,37.669535
-121.564889,37.669535
-121.565988,37.66749
-122.0591939,37.5983619
-122.059142,37.5989975
-121.8145218,37.6751705
-121.8145746,37.6756679
-121.8145746,37.6756679
-121.8145746,37.6756679
-121.5813312,37.5863931
-121.5813312,37.5863931
-121.5799236,37.5818127
-121.5799236,37.5818127
-121.8689576,37.6312216
-121.8689576,37.6312216
-121.8689576,37.6312216
-121.7367585,37.6651371
-121.735459,37.661433
-122.2771296,37.8091526
-122.2771296,37.8091526
-122.277305,37.8087851
-122.0695114,37.6311969
-122.0694685,37.6307007
-122.0694685,37.6307007
-122.0694685,37.6307007
-122.23881,37.7813436
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.2385651,37.7800955
-122.0679444,37.6081581
-122.0679444,37.6081581
-122.0643875,37.6038059
-122.0643875,37.6038059
-122.0651632,37.6059581
-121.6070313,37.5585728
-121.6070313,37.5585728
-121.6024548,37.5867087
-121.6024548,37.5867087
-121.6024548,37.5867087
-121.6024548,37.5867087
-121.7252538,37.6651404
-121.7418654,37.66729
-121.9253376,37.7000494
-121.9253376,37.7000494
-121.9253376,37.7000494
-121.9253376,37.7000494
-121.9253376,37.7000494
-121.9222037,37.7005999
-122.1456958,37.7698601
-122.1456958,37.7698601
-122.1460713,37.7695825
-122.1469518,37.7689101
-122.1474417,37.7672629
-122.1474417,37.7672629
-122.1474417,37.7672629
-122.1474417,37.7672629
-122.148378,37.7650508
-122.148378,37.7650508
-122.148378,37.7650508
-122.148378,37.7650508
-122.148378,37.7650508
-122.148378,37.7650508
-122.1486336,37.7648096
-122.1486336,37.7648096
-122.1486336,37.7648096
-122.1486336,37.7648096
-122.1486336,37.7648096
-122.1487738,37.7646846
-121.7242524,37.709179
-121.7239999,37.709453
-121.7239999,37.709453
-121.7215066,37.7103461
-121.7215066,37.7103461
-121.7215066,37.7103461
-121.645873,37.585789
-121.648339,37.589945
-121.6579405,37.592816
-121.687403,37.5751061
-121.687403,37.5751061
-121.6894212,37.5743864
-121.6894212,37.5743864
-121.6894212,37.5743864
-121.6881564,37.5914062
-121.6881564,37.5914062
-121.6893979,37.5915772
-121.6909346,37.5896815
-121.6909346,37.5896815
-121.6983724,37.5859621
-121.63944,37.571754
-121.6423696,37.7175935
-121.6423696,37.7175935
-121.6511586,37.7204015
-121.6521211,37.7144569
-121.644787,37.718698
-121.644787,37.718698
-121.644787,37.718698
-121.6420186,37.7218735
-121.6420186,37.7218735
-121.6420186,37.7218735
-121.6447196,37.7228885
-121.6447196,37.7228885
-121.6511586,37.7204015
-121.6511586,37.7204015
-121.6512196,37.7157695
-121.6512196,37.7157695
-121.6414686,37.7156175
-121.6414686,37.7156175
-121.6414686,37.7156175
-121.6414686,37.7156175
-121.6414686,37.7156175
-121.6414686,37.7156175
-122.0478383,37.6268027
-122.0475818,37.6269388
-122.048075,37.6271232
-122.048075,37.6271232
-121.6544103,37.7464929
-121.6538298,37.7484601
-122.0614614,37.6021974
-122.0070164,37.5987069
-122.0063462,37.6000416
-122.0070164,37.5987069
-122.0055236,37.5970468
-121.8195929,37.4931962
-121.8195929,37.4931962
-121.8195929,37.4931962
-121.8242243,37.5042918
-121.629622,37.549318
-121.6778702,37.5441833
-122.2057794,37.794135
-122.2043431,37.7927112
-122.2043431,37.7927112
-122.2043431,37.7927112
-122.0033411,37.5612528
-122.0033411,37.5612528
-122.0033411,37.5612528
-122.3052281,37.8669378
-122.1114842,37.65082
-122.1116239,37.6507083
-122.115456,37.6490598
-122.115456,37.6490598
-121.579917,37.759986
-121.579551,37.760216
-121.565944,37.753292
-121.6236753,37.6865501
-121.8603663,37.4893571
-122.0522168,37.6898792
-122.0209579,37.69254
-121.571784,37.5583389
-121.571784,37.5583389
-121.571784,37.5583389
-121.571784,37.5583389
-121.5732935,37.5606444
-121.5732935,37.5606444
-121.5732935,37.5606444
-121.5732935,37.5606444
-121.5632409,37.555996
-121.5632409,37.555996
-121.571784,37.5583389
-121.571784,37.5583389
-121.60905,37.714395
-121.589067,37.697387
-121.6068312,37.6668298
-121.6068312,37.6668298
-121.6068312,37.6668298
-121.6068312,37.6668298
-121.6605495,37.6771018
-121.6605495,37.6771018
-122.0053356,37.5263766
-121.9387917,37.721415
-121.9387917,37.721415
-121.8487534,37.7022671
-121.8487534,37.7022671
-122.1543456,37.7700963
-122.1543456,37.7700963
-122.1543456,37.7700963
-122.1546765,37.7708556
-122.1546765,37.7708556
-121.7673153,37.6857841
-121.766598,37.6867289
-121.766598,37.6867289
-121.7660165,37.6864423
-121.7496999,37.6578394
-121.740026,37.549162
-121.7180081,37.5374556
-121.7180081,37.5374556
-121.7125191,37.5380236
-121.7125191,37.5380236
-121.7125191,37.5380236
-122.1378649,37.7281283
-122.1378649,37.7281283
-122.1382274,37.7251919
-122.1359869,37.722418
-122.0853234,37.6124664
-121.5805093,37.7966921
-121.5805093,37.7966921
-121.5805093,37.7966921
-121.5805093,37.7966921
-121.8851087,37.5738432
-121.8851087,37.5738432
-121.579097,37.775284
-121.579524,37.775887
-121.795999,37.661366
-121.9722298,37.5429486
-121.9722298,37.5429486
-121.9726184,37.5428921
-122.00659,37.5611567
-122.00659,37.5611567
-121.9183799,37.5254752
-121.9189668,37.5253764
-121.9189668,37.5253764
-121.9191592,37.5253028
-122.0049243,37.5281201
-122.0049243,37.5281201
-122.2187399,37.7984309
-121.9351005,37.699018
-121.9351005,37.699018
-121.9326928,37.6983101
-121.9326928,37.6983101
-121.9326928,37.6983101
-122.2088173,37.8234031
-121.6129562,37.5562129
-121.624627,37.553151
-122.2387429,37.7817166
-122.2387429,37.7817166
-122.251301,37.7473342
-122.251301,37.7473342
-121.9085784,37.7034391
-122.1476245,37.7713434
-122.2059482,37.7548197
-121.7145361,37.5333515
-121.7145361,37.5333515
-121.9664688,37.5778962
-122.2443485,37.8094709
-122.2524515,37.7592464
-122.2529053,37.7587096
-122.2529792,37.758621
-122.2531875,37.7583736
-122.2531875,37.7583736
-122.2532909,37.758249
-122.2534711,37.7580298
-122.2535999,37.7578716
-122.2537012,37.7577489
-122.2538004,37.7576252
-122.253902,37.757503
-122.253902,37.757503
-122.3049619,37.8702546
-122.3041328,37.8668873
-121.7543443,37.6198277
-121.7542388,37.6199903
-122.0435494,37.6243028
-122.0435494,37.6243028
-122.0435494,37.6243028
-122.0438769,37.6242867
-122.0438769,37.6242867
-122.0438769,37.6242867
-122.0438769,37.6242867
-122.0438912,37.6239759
-122.0438912,37.6239759
-121.6561337,37.7381095
-121.6561337,37.7381095
-121.6561337,37.7381095
-121.6561337,37.7381095
-121.6561337,37.7381095
-121.6487608,37.7385402
-121.6487608,37.7385402
-121.784264,37.569533
-121.784264,37.569533
-121.7820743,37.5647536
-122.1282509,37.764518
-122.0380859,37.5752356
-122.0387256,37.5755564
-122.0387256,37.5755564
-122.0387256,37.5755564
-122.0397815,37.5760596
-122.0397815,37.5760596
-122.0401625,37.5762466
-122.0712452,37.5373071
-122.1822055,37.7786543
-122.1822055,37.7786543
-122.1822055,37.7786543
-122.1820654,37.7787999
-122.1820156,37.7788517
-122.1846401,37.777124
-122.1846401,37.777124
-122.2200484,37.7686605
-122.0660034,37.5298186
-122.0656944,37.5296553
-122.065025,37.5295123
-122.065025,37.5295123
-122.1833804,37.7977049
-121.6212265,37.7990984
-121.6212265,37.7990984
-121.6204111,37.7978302
-121.623928,37.795898
-121.623928,37.795898
-121.619137,37.790633
-121.619137,37.790633
-121.620114,37.793739
-121.9173864,37.5504766
-121.9173864,37.5504766
-121.917991,37.5515946
-121.917991,37.5515946
-121.917991,37.5515946
-121.917991,37.5515946
-121.7580456,37.6203096
-121.7580648,37.6200929
-121.7580648,37.6200929
-121.7580648,37.6200929
-121.7580648,37.6200929
-121.7577911,37.6200624
-121.7577925,37.6200943
-121.7577925,37.6200943
-121.9632482,37.5041445
-121.9632482,37.5041445
-121.9632482,37.5041445
-121.9655457,37.5070935
-121.9655457,37.5070935
-121.7808797,37.6182124
-121.7579946,37.6082086
-121.7579946,37.6082086
-121.7899068,37.5842057
-121.7899068,37.5842057
-121.789247,37.5848349
-121.789247,37.5848349
-121.789247,37.5848349
-122.1865045,37.7991928
-121.737806,37.585537
-121.737806,37.585537
-121.7372187,37.5990825
-121.7257226,37.5977461
-121.7257226,37.5977461
-121.7257226,37.5977461
-122.2076623,37.7949573
-122.2073538,37.7952603
-121.9196555,37.7019097
-121.9196555,37.7019097
-122.3048708,37.7898501
-122.3048708,37.7898501
-122.2319227,37.7744235
-121.5887507,37.765478
-121.5887507,37.765478
-121.5887507,37.765478
-122.0267069,37.5868321
-122.0263337,37.5872035
-122.0611079,37.6887147
-122.004018,37.529793
-122.1135294,37.6501852
-122.1135294,37.6501852
-122.1155642,37.6520697
-122.1155642,37.6520697
-122.1146726,37.6506283
-122.1146726,37.6506283
-122.1146726,37.6506283
-122.114183,37.6498322
-122.114183,37.6498322
-122.114183,37.6498322
-122.114183,37.6498322
-122.225854,37.8428409
-122.225854,37.8428409
-122.2258795,37.8425892
-122.2267233,37.8427602
-122.2267233,37.8427602
-122.1022367,37.7541678
-122.0963328,37.7462849
-122.0963328,37.7462849
-121.6285055,37.6100693
-121.7240278,37.5335147
-121.5797097,37.7724138
-121.5797097,37.7724138
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.589092,37.767609
-121.9720244,37.5426478
-121.9720244,37.5426478
-121.9720244,37.5426478
-121.9720244,37.5426478
-121.628835,37.563715
-121.628835,37.563715
-121.626446,37.561287
-122.040123,37.5760333
-122.0400279,37.5757039
-122.0398019,37.5753215
-122.0398019,37.5753215
-122.0398019,37.5753215
-122.0394592,37.5750995
-122.0394592,37.5750995
-122.0394592,37.5750995
-121.8010004,37.5927159
-121.7891611,37.5853832
-121.9680553,37.5072239
-122.2917995,37.8030786
-121.6032572,37.5548167
-121.5994714,37.5525644
-121.6038715,37.5501989
-121.5903411,37.5574688
-121.5998922,37.5579245
-121.5998922,37.5579245
-121.9494541,37.5416073
-122.0621286,37.6020176
-122.185052,37.7840187
-121.582026,37.711091
-121.94207,37.561372
-122.0685632,37.5425353
-122.0707732,37.5379265
-122.0707732,37.5379265
-121.9217621,37.6989819
-121.9222037,37.7005999
-122.2181228,37.7659149
-121.677581,37.530882
-121.677581,37.530882
-121.677581,37.530882
-121.679708,37.529326
-121.679708,37.529326
-121.677581,37.530882
-121.7646108,37.601639
-121.7646108,37.601639
-121.776174,37.5905922
-121.776174,37.5905922
-121.776174,37.5905922
-122.0631997,37.6737969
-121.669285,37.596989
-121.669285,37.596989
-121.7129504,37.5895165
-121.6328916,37.5965081
-122.1298587,37.6855897
-122.1300315,37.6855249
-121.599498,37.759613
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.597209,37.761277
-121.583874,37.7952918
-121.583874,37.7952918
-121.7406905,37.6614365
-122.050293,37.5612761
-121.7303722,37.7086901
-121.635315,37.795933
-121.6302287,37.6449273
-121.6129955,37.4981716
-121.7079536,37.6357793
-122.0629503,37.5984868
-121.5891698,37.6409009
-121.6595974,37.7207944
-121.656262,37.726343
-122.2183977,37.7663589
-121.9064668,37.4663643
-121.906322,37.4662493
-121.906322,37.4662493
-121.9173864,37.5504766
-122.2337243,37.8040411
-121.838576,37.655669
-121.9972952,37.7023072
-122.0003619,37.7027038
-122.0354837,37.5605652
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052351,37.7153874
-121.7052876,37.7157535
-121.7052876,37.7157535
-121.7052876,37.7157535
-121.7052876,37.7157535
-121.950005,37.691373
-121.950005,37.691373
-121.950005,37.691373
-121.950005,37.691373
-121.954437,37.687366
-121.6579034,37.6505741
-121.6579034,37.6505741
-121.6579034,37.6505741
-121.6629825,37.6838201
-121.6629825,37.6838201
-121.6597344,37.6846187
-121.6597344,37.6846187
-121.6597344,37.6846187
-121.7434573,37.7066681
-121.7434573,37.7066681
-121.7459948,37.7084645
-121.9212041,37.4970396
-121.576472,37.754441
-121.593165,37.736482
-121.593226,37.738405
-121.951622,37.7019212
-121.9719798,37.5444478
-121.9719798,37.5444478
-121.6310999,37.7525702
-121.5758536,37.6366857
-121.9469443,37.4999397
-122.2068405,37.7531914
-122.0269534,37.5671887
-122.0698758,37.687752
-121.5864448,37.7397054
-122.0605768,37.5979699
-122.0385117,37.5733273
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.0458044,37.5629301
-122.1117204,37.6884165
-121.650505,37.5860879
-121.669285,37.596989
-121.5565651,37.5206905
-122.0323146,37.7447497
-122.0509149,37.7043654
-122.0509149,37.7043654
-122.0509038,37.7046442
-122.0509038,37.7046442
-122.0509864,37.7046807
-122.0515753,37.7045281
-122.0515753,37.7045281
-122.0543197,37.7057356
-121.590646,37.613742
-121.9100232,37.6321206
-121.9042157,37.625363
-121.9042157,37.625363
-121.9027956,37.6246182
-121.893213,37.6107631
-121.8868992,37.6028071
-121.8887577,37.5969665
-121.7044305,37.7182355
-121.6881264,37.5947326
-122.2854519,37.8332422
-121.7904524,37.6805855
-121.9039659,37.7161297
-121.9039659,37.7161297
-121.9039659,37.7161297
-121.9039659,37.7161297
-121.9039659,37.7161297
-121.9039659,37.7161297
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9039337,37.7168346
-121.9037863,37.7173445
-121.9037863,37.7173445
-121.9037863,37.7173445
-121.9037863,37.7173445
-121.9037863,37.7173445
-121.9026294,37.7179047
-121.6412709,37.7446925
-121.641034,37.744988
-121.638668,37.74588
-121.7715531,37.5088218
-121.576197,37.7550359
-121.8719851,37.6046573
-121.6189411,37.7994198
-121.63757,37.749291
-121.637508,37.729043
-122.1656188,37.7767194
-121.96349,37.579714
-121.9637013,37.5792293
-121.9637013,37.5792293
-121.965025,37.5781641
-121.9652999,37.5780421
-121.9652999,37.5780421
-121.9652999,37.5780421
-121.9652999,37.5780421
-121.9652999,37.5780421
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
-121.9655916,37.5779021
