time,spatialGroup,siteType,chargerType,chargingLoad,numPlugged
19.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
19.25,San Francisco,Non-Residential,j-1772-2,0.0,1
19.25,Alameda,Residential,j-1772-2,0.0,0
19.25,Alameda,Non-Residential,j-1772-2,0.0,0
19.25,Marin,Residential,j-1772-2,0.0,2
19.25,Marin,Non-Residential,j-1772-2,0.0,1
19.25,San Mateo,Residential,j-1772-2,33.5,24
19.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
19.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
19.5,Santa Clara,Residential,j-1772-2,6.7,3
19.5,Santa Clara,Non-Residential,j-1772-2,20.1,11
19.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
19.5,San Francisco,Non-Residential,j-1772-2,0.0,1
19.5,Alameda,Residential,j-1772-2,6.7,1
19.5,Alameda,Non-Residential,j-1772-2,0.0,0
19.5,Marin,Residential,j-1772-2,0.0,2
19.5,Marin,Non-Residential,j-1772-2,0.0,1
19.5,San Mateo,Residential,j-1772-2,46.900000000000006,26
19.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
19.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
19.75,Santa Clara,Residential,j-1772-2,6.7,3
19.75,Santa Clara,Non-Residential,j-1772-2,20.1,11
19.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
19.75,San Francisco,Non-Residential,j-1772-2,0.0,1
19.75,Alameda,Residential,j-1772-2,6.7,1
19.75,Alameda,Non-Residential,j-1772-2,0.0,0
19.75,Marin,Residential,j-1772-2,0.0,2
19.75,Marin,Non-Residential,j-1772-2,0.0,1
19.75,San Mateo,Residential,j-1772-2,87.00000000000001,32
19.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
19.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
20.0,Santa Clara,Residential,j-1772-2,6.7,3
20.0,Santa Clara,Non-Residential,j-1772-2,20.1,12
20.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
20.0,San Francisco,Non-Residential,j-1772-2,0.0,1
20.0,Alameda,Residential,j-1772-2,6.7,1
20.0,Alameda,Non-Residential,j-1772-2,0.0,0
20.0,Marin,Residential,j-1772-2,6.7,3
20.0,Marin,Non-Residential,j-1772-2,0.0,1
20.0,San Mateo,Residential,j-1772-2,93.70000000000002,34
20.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
20.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
20.25,Santa Clara,Residential,j-1772-2,6.7,3
20.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,12
20.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
20.25,San Francisco,Non-Residential,j-1772-2,0.0,1
20.25,Alameda,Residential,j-1772-2,13.3,2
20.25,Alameda,Non-Residential,j-1772-2,0.0,0
20.25,Marin,Residential,j-1772-2,6.7,3
20.25,Marin,Non-Residential,j-1772-2,0.0,1
20.25,San Mateo,Residential,j-1772-2,87.00000000000001,36
20.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,5
20.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
20.5,Santa Clara,Residential,j-1772-2,6.7,3
20.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,12
20.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
20.5,San Francisco,Non-Residential,j-1772-2,0.0,0
20.5,Alameda,Residential,j-1772-2,6.6000000000000005,2
20.5,Alameda,Non-Residential,j-1772-2,0.0,0
20.5,Marin,Residential,j-1772-2,6.7,3
20.5,Marin,Non-Residential,j-1772-2,0.0,1
20.5,San Mateo,Residential,j-1772-2,87.10000000000002,37
20.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,5
20.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
20.75,Santa Clara,Residential,j-1772-2,13.4,4
20.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,13
20.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
20.75,San Francisco,Non-Residential,j-1772-2,0.0,0
20.75,Alameda,Residential,j-1772-2,6.6000000000000005,2
20.75,Alameda,Non-Residential,j-1772-2,0.0,0
20.75,Marin,Residential,j-1772-2,6.7,3
20.75,Marin,Non-Residential,j-1772-2,0.0,1
20.75,San Mateo,Residential,j-1772-2,113.90000000000003,42
20.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,6
20.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
21.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
21.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,11
21.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
21.0,San Francisco,Non-Residential,j-1772-2,0.0,0
21.0,Alameda,Residential,j-1772-2,6.6000000000000005,2
21.0,Alameda,Non-Residential,j-1772-2,0.0,0
21.0,Marin,Residential,j-1772-2,0.0,3
21.0,Marin,Non-Residential,j-1772-2,0.0,1
21.0,San Mateo,Residential,j-1772-2,113.90000000000003,44
21.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,4
21.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
21.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
21.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,10
21.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
21.25,San Francisco,Non-Residential,j-1772-2,0.0,0
21.25,Alameda,Residential,j-1772-2,6.6000000000000005,2
21.25,Alameda,Non-Residential,j-1772-2,0.0,0
21.25,Marin,Residential,j-1772-2,0.0,3
21.25,Marin,Non-Residential,j-1772-2,0.0,1
21.25,San Mateo,Residential,j-1772-2,100.50000000000003,45
21.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,4
21.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
21.5,Santa Clara,Residential,j-1772-2,13.400000000000002,5
21.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,11
21.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
21.5,San Francisco,Non-Residential,j-1772-2,0.0,0
21.5,Alameda,Residential,j-1772-2,6.6000000000000005,2
21.5,Alameda,Non-Residential,j-1772-2,0.0,0
21.5,Marin,Residential,j-1772-2,0.0,3
21.5,Marin,Non-Residential,j-1772-2,0.0,1
21.5,San Mateo,Residential,j-1772-2,93.70000000000002,46
21.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,4
21.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
21.75,Santa Clara,Residential,j-1772-2,13.400000000000002,5
21.75,Santa Clara,Non-Residential,j-1772-2,20.1,12
21.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
21.75,San Francisco,Non-Residential,j-1772-2,0.0,0
21.75,Alameda,Residential,j-1772-2,6.6000000000000005,2
21.75,Alameda,Non-Residential,j-1772-2,0.0,0
21.75,Marin,Residential,j-1772-2,0.0,3
21.75,Marin,Non-Residential,j-1772-2,0.0,1
21.75,San Mateo,Residential,j-1772-2,87.00000000000001,51
21.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,4
21.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
22.0,Santa Clara,Residential,j-1772-2,6.700000000000002,5
22.0,Santa Clara,Non-Residential,j-1772-2,20.1,12
22.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
22.0,San Francisco,Non-Residential,j-1772-2,0.0,0
22.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
22.0,Alameda,Non-Residential,j-1772-2,0.0,0
22.0,Marin,Residential,j-1772-2,6.7,4
22.0,Marin,Non-Residential,j-1772-2,6.7,2
22.0,San Mateo,Residential,j-1772-2,66.8,53
22.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
22.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
22.25,Santa Clara,Residential,j-1772-2,6.700000000000002,6
22.25,Santa Clara,Non-Residential,j-1772-2,20.1,12
22.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
22.25,San Francisco,Non-Residential,j-1772-2,0.0,0
22.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
22.25,Alameda,Non-Residential,j-1772-2,0.0,0
22.25,Marin,Residential,j-1772-2,0.0,4
22.25,Marin,Non-Residential,j-1772-2,6.7,2
22.25,San Mateo,Residential,j-1772-2,86.9,57
22.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
22.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
22.5,Santa Clara,Residential,j-1772-2,6.700000000000002,6
22.5,Santa Clara,Non-Residential,j-1772-2,20.1,12
22.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
22.5,San Francisco,Non-Residential,j-1772-2,0.0,0
22.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
22.5,Alameda,Non-Residential,j-1772-2,0.0,0
22.5,Marin,Residential,j-1772-2,0.0,4
22.5,Marin,Non-Residential,j-1772-2,13.4,3
22.5,San Mateo,Residential,j-1772-2,100.2,60
22.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
22.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
22.75,Santa Clara,Residential,j-1772-2,6.700000000000002,6
22.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,12
22.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
22.75,San Francisco,Non-Residential,j-1772-2,0.0,0
22.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
22.75,Alameda,Non-Residential,j-1772-2,0.0,0
22.75,Marin,Residential,j-1772-2,0.0,3
22.75,Marin,Non-Residential,j-1772-2,13.4,3
22.75,San Mateo,Residential,j-1772-2,86.9,63
22.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
22.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
23.0,Santa Clara,Residential,j-1772-2,6.700000000000002,6
23.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,11
23.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
23.0,San Francisco,Non-Residential,j-1772-2,0.0,0
23.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
23.0,Alameda,Non-Residential,j-1772-2,0.0,0
23.0,Marin,Residential,j-1772-2,0.0,3
23.0,Marin,Non-Residential,j-1772-2,13.4,3
23.0,San Mateo,Residential,j-1772-2,80.2,64
23.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
23.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
23.25,Santa Clara,Residential,j-1772-2,13.400000000000002,7
23.25,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,10
23.25,San Francisco,Residential,j-1772-2,6.700000000000002,8
23.25,San Francisco,Non-Residential,j-1772-2,0.0,0
23.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,2
23.25,Alameda,Non-Residential,j-1772-2,0.0,0
23.25,Marin,Residential,j-1772-2,0.0,3
23.25,Marin,Non-Residential,j-1772-2,13.4,3
23.25,San Mateo,Residential,j-1772-2,86.9,66
23.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
23.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
23.5,Santa Clara,Residential,j-1772-2,6.700000000000002,7
23.5,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,10
23.5,San Francisco,Residential,j-1772-2,6.700000000000002,8
23.5,San Francisco,Non-Residential,j-1772-2,0.0,0
23.5,Alameda,Residential,j-1772-2,6.6000000000000005,3
23.5,Alameda,Non-Residential,j-1772-2,0.0,0
23.5,Marin,Residential,j-1772-2,0.0,3
23.5,Marin,Non-Residential,j-1772-2,6.7,3
23.5,San Mateo,Residential,j-1772-2,86.9,68
23.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,3
23.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
23.75,Santa Clara,Residential,j-1772-2,6.700000000000002,7
23.75,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,10
23.75,San Francisco,Residential,j-1772-2,6.700000000000002,8
23.75,San Francisco,Non-Residential,j-1772-2,0.0,0
23.75,Alameda,Residential,j-1772-2,13.3,4
23.75,Alameda,Non-Residential,j-1772-2,0.0,0
23.75,Marin,Residential,j-1772-2,0.0,3
23.75,Marin,Non-Residential,j-1772-2,6.7,3
23.75,San Mateo,Residential,j-1772-2,66.8,68
23.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,2
23.75,Contra Costa,Residential,j-1772-2,6.7,1
23.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
24.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
24.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,11
24.0,San Francisco,Residential,j-1772-2,13.400000000000002,9
24.0,San Francisco,Non-Residential,j-1772-2,0.0,0
24.0,Alameda,Residential,j-1772-2,13.3,4
24.0,Alameda,Non-Residential,j-1772-2,0.0,0
24.0,Marin,Residential,j-1772-2,6.7,4
24.0,Marin,Non-Residential,j-1772-2,0.0,3
24.0,San Mateo,Residential,j-1772-2,53.39999999999999,68
24.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,2
24.0,Contra Costa,Residential,j-1772-2,6.7,1
24.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
24.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
24.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,10
24.25,San Francisco,Residential,j-1772-2,13.400000000000002,9
24.25,San Francisco,Non-Residential,j-1772-2,0.0,0
24.25,Alameda,Residential,j-1772-2,6.6000000000000005,3
24.25,Alameda,Non-Residential,j-1772-2,0.0,0
24.25,Marin,Residential,j-1772-2,6.7,4
24.25,Marin,Non-Residential,j-1772-2,0.0,3
24.25,San Mateo,Residential,j-1772-2,53.39999999999999,70
24.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,3
24.25,Contra Costa,Residential,j-1772-2,6.7,1
24.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
24.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
24.5,Santa Clara,Non-Residential,j-1772-2,26.7,12
24.5,San Francisco,Residential,j-1772-2,6.700000000000002,9
24.5,San Francisco,Non-Residential,j-1772-2,0.0,0
24.5,Alameda,Residential,j-1772-2,6.6000000000000005,3
24.5,Alameda,Non-Residential,j-1772-2,0.0,0
24.5,Marin,Residential,j-1772-2,6.7,4
24.5,Marin,Non-Residential,j-1772-2,0.0,3
24.5,San Mateo,Residential,j-1772-2,66.8,74
24.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,4
24.5,Contra Costa,Residential,j-1772-2,6.7,1
24.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
24.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
24.75,Santa Clara,Non-Residential,j-1772-2,33.5,13
24.75,San Francisco,Residential,j-1772-2,6.700000000000002,9
24.75,San Francisco,Non-Residential,j-1772-2,0.0,0
24.75,Alameda,Residential,j-1772-2,6.6000000000000005,3
24.75,Alameda,Non-Residential,j-1772-2,0.0,0
24.75,Marin,Residential,j-1772-2,6.7,4
24.75,Marin,Non-Residential,j-1772-2,6.7,4
24.75,San Mateo,Residential,j-1772-2,60.199999999999996,75
24.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,4
24.75,Contra Costa,Residential,j-1772-2,0.0,1
24.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
25.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
25.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,11
25.0,San Francisco,Residential,j-1772-2,6.700000000000002,9
25.0,San Francisco,Non-Residential,j-1772-2,0.0,0
25.0,Alameda,Residential,j-1772-2,13.3,4
25.0,Alameda,Non-Residential,j-1772-2,0.0,0
25.0,Marin,Residential,j-1772-2,6.7,4
25.0,Marin,Non-Residential,j-1772-2,6.7,4
25.0,San Mateo,Residential,j-1772-2,66.89999999999999,76
25.0,San Mateo,Non-Residential,j-1772-2,20.1,5
25.0,Contra Costa,Residential,j-1772-2,0.0,1
25.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
25.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
25.25,Santa Clara,Non-Residential,j-1772-2,26.8,13
25.25,San Francisco,Residential,j-1772-2,6.700000000000002,9
25.25,San Francisco,Non-Residential,j-1772-2,6.7,1
25.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
25.25,Alameda,Non-Residential,j-1772-2,0.0,0
25.25,Marin,Residential,j-1772-2,6.7,4
25.25,Marin,Non-Residential,j-1772-2,0.0,4
25.25,San Mateo,Residential,j-1772-2,73.6,79
25.25,San Mateo,Non-Residential,j-1772-2,20.1,5
25.25,Contra Costa,Residential,j-1772-2,0.0,1
25.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
25.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
25.5,Santa Clara,Non-Residential,j-1772-2,26.8,13
25.5,San Francisco,Residential,j-1772-2,6.700000000000002,9
25.5,San Francisco,Non-Residential,chademo,0.0,0
25.5,San Francisco,Non-Residential,j-1772-2,6.7,1
25.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
25.5,Alameda,Non-Residential,j-1772-2,0.0,0
25.5,Marin,Residential,j-1772-2,6.7,4
25.5,Marin,Non-Residential,j-1772-2,0.0,4
25.5,San Mateo,Residential,j-1772-2,73.49999999999999,80
25.5,San Mateo,Non-Residential,j-1772-2,20.1,6
25.5,Contra Costa,Residential,j-1772-2,0.0,1
25.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
25.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
25.75,Santa Clara,Non-Residential,j-1772-2,33.5,14
25.75,San Francisco,Residential,j-1772-2,6.700000000000002,10
25.75,San Francisco,Non-Residential,chademo,0.0,0
25.75,San Francisco,Non-Residential,j-1772-2,6.7,1
25.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
25.75,Alameda,Non-Residential,j-1772-2,0.0,0
25.75,Marin,Residential,j-1772-2,20.1,6
25.75,Marin,Non-Residential,j-1772-2,6.7,5
25.75,San Mateo,Residential,j-1772-2,46.699999999999974,82
25.75,San Mateo,Non-Residential,j-1772-2,20.1,6
25.75,Contra Costa,Residential,j-1772-2,0.0,1
25.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
26.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,7
26.0,Santa Clara,Non-Residential,j-1772-2,33.5,14
26.0,San Francisco,Residential,j-1772-2,6.700000000000002,10
26.0,San Francisco,Non-Residential,chademo,0.0,0
26.0,San Francisco,Non-Residential,j-1772-2,6.7,1
26.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
26.0,Alameda,Non-Residential,j-1772-2,0.0,0
26.0,Marin,Residential,j-1772-2,13.400000000000002,6
26.0,Marin,Non-Residential,j-1772-2,0.0,4
26.0,San Mateo,Residential,j-1772-2,46.59999999999997,83
26.0,San Mateo,Non-Residential,j-1772-2,20.1,6
26.0,Contra Costa,Residential,j-1772-2,0.0,1
26.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
26.25,Santa Clara,Residential,j-1772-2,6.700000000000002,8
26.25,Santa Clara,Non-Residential,j-1772-2,33.5,14
26.25,San Francisco,Residential,j-1772-2,6.700000000000002,10
26.25,San Francisco,Non-Residential,chademo,0.0,0
26.25,San Francisco,Non-Residential,j-1772-2,0.0,0
26.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
26.25,Alameda,Non-Residential,j-1772-2,0.0,0
26.25,Marin,Residential,j-1772-2,13.400000000000002,6
26.25,Marin,Non-Residential,j-1772-2,0.0,4
26.25,San Mateo,Residential,j-1772-2,53.299999999999976,85
26.25,San Mateo,Non-Residential,j-1772-2,20.0,7
26.25,Contra Costa,Residential,j-1772-2,0.0,1
26.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
26.5,Santa Clara,Residential,j-1772-2,6.700000000000002,8
26.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
26.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
26.5,San Francisco,Non-Residential,chademo,0.0,0
26.5,San Francisco,Non-Residential,j-1772-2,0.0,0
26.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
26.5,Alameda,Non-Residential,j-1772-2,6.6,1
26.5,Marin,Residential,j-1772-2,13.400000000000002,6
26.5,Marin,Non-Residential,j-1772-2,0.0,4
26.5,San Mateo,Residential,j-1772-2,53.39999999999998,87
26.5,San Mateo,Non-Residential,j-1772-2,6.7,6
26.5,Contra Costa,Residential,j-1772-2,0.0,1
26.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
26.75,Santa Clara,Residential,j-1772-2,13.400000000000002,9
26.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
26.75,San Francisco,Residential,j-1772-2,6.700000000000002,11
26.75,San Francisco,Non-Residential,chademo,0.0,0
26.75,San Francisco,Non-Residential,j-1772-2,0.0,0
26.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
26.75,Alameda,Non-Residential,j-1772-2,6.6,1
26.75,Marin,Residential,j-1772-2,13.400000000000002,6
26.75,Marin,Non-Residential,j-1772-2,0.0,4
26.75,San Mateo,Residential,j-1772-2,53.49999999999998,89
26.75,San Mateo,Non-Residential,j-1772-2,6.7,6
26.75,Contra Costa,Residential,j-1772-2,0.0,1
26.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
27.0,Santa Clara,Residential,j-1772-2,13.400000000000002,9
27.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
27.0,San Francisco,Residential,j-1772-2,6.700000000000002,11
27.0,San Francisco,Non-Residential,chademo,0.0,0
27.0,San Francisco,Non-Residential,j-1772-2,0.0,0
27.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
27.0,Alameda,Non-Residential,j-1772-2,6.6,1
27.0,Marin,Residential,j-1772-2,26.8,8
27.0,Marin,Non-Residential,j-1772-2,0.0,4
27.0,San Mateo,Residential,j-1772-2,60.19999999999998,90
27.0,San Mateo,Non-Residential,j-1772-2,0.0,6
27.0,Contra Costa,Residential,j-1772-2,0.0,1
27.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
27.25,Santa Clara,Residential,j-1772-2,6.700000000000002,8
27.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
27.25,San Francisco,Residential,j-1772-2,6.700000000000002,11
27.25,San Francisco,Non-Residential,chademo,0.0,0
27.25,San Francisco,Non-Residential,j-1772-2,0.0,0
27.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
27.25,Alameda,Non-Residential,j-1772-2,6.6,1
27.25,Marin,Residential,j-1772-2,20.1,8
27.25,Marin,Non-Residential,j-1772-2,0.0,4
27.25,San Mateo,Residential,j-1772-2,60.199999999999974,92
27.25,San Mateo,Non-Residential,j-1772-2,0.0,6
27.25,Contra Costa,Residential,j-1772-2,0.0,1
27.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
27.5,Santa Clara,Residential,j-1772-2,6.700000000000002,8
27.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
27.5,San Francisco,Residential,j-1772-2,6.700000000000002,11
27.5,San Francisco,Non-Residential,chademo,0.0,0
27.5,San Francisco,Non-Residential,j-1772-2,0.0,0
27.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
27.5,Alameda,Non-Residential,j-1772-2,6.6,1
27.5,Marin,Residential,j-1772-2,20.1,8
27.5,Marin,Non-Residential,j-1772-2,0.0,4
27.5,San Mateo,Residential,j-1772-2,53.49999999999997,93
27.5,San Mateo,Non-Residential,j-1772-2,0.0,6
27.5,Contra Costa,Residential,j-1772-2,0.0,1
27.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
27.75,Santa Clara,Residential,j-1772-2,6.700000000000002,8
27.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
27.75,San Francisco,Residential,j-1772-2,6.700000000000002,11
27.75,San Francisco,Non-Residential,chademo,0.0,0
27.75,San Francisco,Non-Residential,j-1772-2,0.0,0
27.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
27.75,Alameda,Non-Residential,j-1772-2,6.6,1
27.75,Marin,Residential,j-1772-2,13.400000000000002,8
27.75,Marin,Non-Residential,j-1772-2,0.0,4
27.75,San Mateo,Residential,j-1772-2,66.89999999999998,97
27.75,San Mateo,Non-Residential,j-1772-2,0.0,6
27.75,Contra Costa,Residential,j-1772-2,0.0,1
27.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
28.0,Santa Clara,Residential,j-1772-2,6.700000000000002,8
28.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
28.0,San Francisco,Residential,j-1772-2,6.700000000000002,11
28.0,San Francisco,Non-Residential,chademo,0.0,0
28.0,San Francisco,Non-Residential,j-1772-2,0.0,0
28.0,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
28.0,Alameda,Non-Residential,j-1772-2,6.6,1
28.0,Marin,Residential,j-1772-2,13.400000000000002,8
28.0,Marin,Non-Residential,j-1772-2,0.0,4
28.0,San Mateo,Residential,j-1772-2,73.59999999999998,98
28.0,San Mateo,Non-Residential,j-1772-2,0.0,6
28.0,Contra Costa,Residential,j-1772-2,0.0,1
28.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
28.25,Santa Clara,Residential,j-1772-2,6.700000000000002,8
28.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
28.25,San Francisco,Residential,j-1772-2,6.700000000000002,11
28.25,San Francisco,Non-Residential,chademo,0.0,0
28.25,San Francisco,Non-Residential,j-1772-2,0.0,0
28.25,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
28.25,Alameda,Non-Residential,j-1772-2,0.0,1
28.25,Marin,Residential,j-1772-2,13.400000000000002,8
28.25,Marin,Non-Residential,j-1772-2,0.0,4
28.25,San Mateo,Residential,j-1772-2,53.59999999999997,97
28.25,San Mateo,Non-Residential,j-1772-2,0.0,6
28.25,Contra Costa,Residential,j-1772-2,0.0,1
28.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
28.5,Santa Clara,Residential,j-1772-2,13.400000000000002,9
28.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,12
28.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,11
28.5,San Francisco,Non-Residential,chademo,0.0,0
28.5,San Francisco,Non-Residential,j-1772-2,0.0,0
28.5,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
28.5,Alameda,Non-Residential,j-1772-2,6.7,2
28.5,Marin,Residential,j-1772-2,6.700000000000002,8
28.5,Marin,Non-Residential,j-1772-2,0.0,4
28.5,San Mateo,Residential,j-1772-2,60.199999999999974,99
28.5,San Mateo,Non-Residential,j-1772-2,0.0,5
28.5,Contra Costa,Residential,j-1772-2,0.0,1
28.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
28.75,Santa Clara,Residential,j-1772-2,13.400000000000002,8
28.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,14
28.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,11
28.75,San Francisco,Non-Residential,chademo,0.0,0
28.75,San Francisco,Non-Residential,j-1772-2,0.0,0
28.75,Alameda,Residential,j-1772-2,8.881784197001252E-16,4
28.75,Alameda,Non-Residential,j-1772-2,6.7,2
28.75,Marin,Residential,j-1772-2,6.700000000000002,9
28.75,Marin,Non-Residential,j-1772-2,0.0,4
