time,spatialGroup,siteType,chargerType,chargingLoad,numPlugged
37.5,Alameda,Non-Residential,j-1772-2,0.0,1
37.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
37.5,Marin,Non-Residential,j-1772-2,0.0,3
37.5,San Mateo,Residential,j-1772-2,6.699999999999963,29
37.5,San Mateo,Non-Residential,j-1772-2,26.8,14
37.5,Contra Costa,Residential,j-1772-2,0.0,0
37.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
37.75,Santa Clara,Residential,j-1772-2,6.700000000000002,4
37.75,Santa Clara,Non-Residential,j-1772-2,20.1,26
37.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
37.75,San Francisco,Non-Residential,chademo,0.0,0
37.75,San Francisco,Non-Residential,j-1772-2,0.0,2
37.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,1
37.75,Alameda,Non-Residential,j-1772-2,0.0,1
37.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
37.75,Marin,Non-Residential,j-1772-2,0.0,3
37.75,San Mateo,Residential,j-1772-2,6.699999999999963,27
37.75,San Mateo,Non-Residential,j-1772-2,26.8,15
37.75,Contra Costa,Residential,j-1772-2,0.0,0
37.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
38.0,Santa Clara,Residential,j-1772-2,6.700000000000002,4
38.0,Santa Clara,Non-Residential,j-1772-2,26.8,26
38.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
38.0,San Francisco,Non-Residential,chademo,0.0,0
38.0,San Francisco,Non-Residential,j-1772-2,0.0,2
38.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,1
38.0,Alameda,Non-Residential,j-1772-2,0.0,1
38.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
38.0,Marin,Non-Residential,j-1772-2,0.0,3
38.0,San Mateo,Residential,j-1772-2,6.699999999999963,26
38.0,San Mateo,Non-Residential,j-1772-2,26.8,15
38.0,Contra Costa,Residential,j-1772-2,0.0,0
38.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
38.25,Santa Clara,Residential,j-1772-2,6.700000000000002,4
38.25,Santa Clara,Non-Residential,j-1772-2,26.8,26
38.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
38.25,San Francisco,Non-Residential,chademo,0.0,0
38.25,San Francisco,Non-Residential,j-1772-2,0.0,2
38.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,1
38.25,Alameda,Non-Residential,j-1772-2,0.0,1
38.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
38.25,Marin,Non-Residential,j-1772-2,0.0,3
38.25,San Mateo,Residential,j-1772-2,-3.730349362740526E-14,26
38.25,San Mateo,Non-Residential,j-1772-2,20.1,15
38.25,Contra Costa,Residential,j-1772-2,0.0,0
38.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
38.5,Santa Clara,Residential,j-1772-2,13.400000000000002,5
38.5,Santa Clara,Non-Residential,j-1772-2,20.1,26
38.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
38.5,San Francisco,Non-Residential,chademo,0.0,0
38.5,San Francisco,Non-Residential,j-1772-2,0.0,2
38.5,Alameda,Residential,j-1772-2,1.7763568394002505E-15,1
38.5,Alameda,Non-Residential,j-1772-2,0.0,1
38.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
38.5,Marin,Non-Residential,j-1772-2,0.0,3
38.5,San Mateo,Residential,j-1772-2,-3.730349362740526E-14,26
38.5,San Mateo,Non-Residential,j-1772-2,20.1,15
38.5,Contra Costa,Residential,j-1772-2,0.0,0
38.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
38.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
38.75,Santa Clara,Non-Residential,j-1772-2,20.1,25
38.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
38.75,San Francisco,Non-Residential,chademo,0.0,0
38.75,San Francisco,Non-Residential,j-1772-2,0.0,2
38.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
38.75,Alameda,Non-Residential,j-1772-2,0.0,1
38.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
38.75,Marin,Non-Residential,j-1772-2,0.0,3
38.75,San Mateo,Residential,j-1772-2,6.699999999999963,27
38.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,15
38.75,Contra Costa,Residential,j-1772-2,0.0,0
38.75,Contra Costa,Non-Residential,j-1772-2,0.0,2
39.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,3
39.0,Santa Clara,Non-Residential,j-1772-2,26.8,26
39.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
39.0,San Francisco,Non-Residential,chademo,0.0,0
39.0,San Francisco,Non-Residential,j-1772-2,0.0,2
39.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
39.0,Alameda,Non-Residential,j-1772-2,0.0,1
39.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
39.0,Marin,Non-Residential,j-1772-2,0.0,3
39.0,San Mateo,Residential,j-1772-2,6.699999999999963,27
39.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,16
39.0,Contra Costa,Residential,j-1772-2,0.0,0
39.0,Contra Costa,Non-Residential,j-1772-2,0.0,2
39.25,Santa Clara,Residential,j-1772-2,13.400000000000002,5
39.25,Santa Clara,Non-Residential,j-1772-2,20.1,25
39.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
39.25,San Francisco,Non-Residential,chademo,0.0,0
39.25,San Francisco,Non-Residential,j-1772-2,0.0,2
39.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
39.25,Alameda,Non-Residential,j-1772-2,0.0,1
39.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
39.25,Marin,Non-Residential,j-1772-2,0.0,3
39.25,San Mateo,Residential,j-1772-2,6.699999999999963,27
39.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,14
39.25,Contra Costa,Residential,j-1772-2,6.7,1
39.25,Contra Costa,Non-Residential,j-1772-2,0.0,2
39.5,Santa Clara,Residential,j-1772-2,13.400000000000002,5
39.5,Santa Clara,Non-Residential,j-1772-2,26.8,25
39.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
39.5,San Francisco,Non-Residential,chademo,0.0,0
39.5,San Francisco,Non-Residential,j-1772-2,0.0,2
39.5,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
39.5,Alameda,Non-Residential,j-1772-2,6.7,2
39.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
39.5,Marin,Non-Residential,j-1772-2,0.0,3
39.5,San Mateo,Residential,j-1772-2,13.399999999999963,29
39.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,14
39.5,Contra Costa,Residential,j-1772-2,6.7,1
39.5,Contra Costa,Non-Residential,j-1772-2,0.0,2
39.75,Santa Clara,Residential,j-1772-2,13.400000000000002,5
39.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,24
39.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
39.75,San Francisco,Non-Residential,chademo,0.0,0
39.75,San Francisco,Non-Residential,j-1772-2,0.0,2
39.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
39.75,Alameda,Non-Residential,j-1772-2,13.4,3
39.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
39.75,Marin,Non-Residential,j-1772-2,0.0,3
39.75,San Mateo,Residential,j-1772-2,13.399999999999963,29
39.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,14
39.75,Contra Costa,Residential,j-1772-2,6.7,1
39.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
40.0,Santa Clara,Residential,j-1772-2,13.400000000000002,5
40.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,24
40.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
40.0,San Francisco,Non-Residential,chademo,0.0,0
40.0,San Francisco,Non-Residential,j-1772-2,0.0,2
40.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
40.0,Alameda,Non-Residential,j-1772-2,13.4,3
40.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
40.0,Marin,Non-Residential,j-1772-2,0.0,3
40.0,San Mateo,Residential,j-1772-2,19.999999999999964,30
40.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,14
40.0,Contra Costa,Residential,j-1772-2,6.7,1
40.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
40.25,Santa Clara,Residential,j-1772-2,6.700000000000002,5
40.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,23
40.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
40.25,San Francisco,Non-Residential,chademo,0.0,0
40.25,San Francisco,Non-Residential,j-1772-2,0.0,2
40.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
40.25,Alameda,Non-Residential,j-1772-2,6.7,2
40.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
40.25,Marin,Non-Residential,j-1772-2,0.0,3
40.25,San Mateo,Residential,j-1772-2,19.999999999999964,31
40.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,13
40.25,Contra Costa,Residential,j-1772-2,6.7,1
40.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
40.5,Santa Clara,Residential,j-1772-2,6.700000000000002,5
40.5,Santa Clara,Non-Residential,j-1772-2,20.1,23
40.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
40.5,San Francisco,Non-Residential,chademo,0.0,0
40.5,San Francisco,Non-Residential,j-1772-2,0.0,2
40.5,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
40.5,Alameda,Non-Residential,j-1772-2,0.0,1
40.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
40.5,Marin,Non-Residential,j-1772-2,0.0,3
40.5,San Mateo,Residential,j-1772-2,19.999999999999964,31
40.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,13
40.5,Contra Costa,Residential,j-1772-2,6.7,1
40.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
40.75,Santa Clara,Residential,j-1772-2,6.700000000000002,5
40.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,22
40.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
40.75,San Francisco,Non-Residential,chademo,0.0,0
40.75,San Francisco,Non-Residential,j-1772-2,0.0,2
40.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
40.75,Alameda,Non-Residential,j-1772-2,0.0,1
40.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,3
40.75,Marin,Non-Residential,j-1772-2,0.0,3
40.75,San Mateo,Residential,j-1772-2,26.699999999999964,32
40.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,14
40.75,Contra Costa,Residential,j-1772-2,6.7,1
40.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
41.0,Santa Clara,Residential,j-1772-2,6.700000000000002,5
41.0,Santa Clara,Non-Residential,j-1772-2,20.1,22
41.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
41.0,San Francisco,Non-Residential,chademo,0.0,0
41.0,San Francisco,Non-Residential,j-1772-2,0.0,2
41.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
41.0,Alameda,Non-Residential,j-1772-2,0.0,1
41.0,Marin,Residential,j-1772-2,6.700000000000002,4
41.0,Marin,Non-Residential,j-1772-2,0.0,3
41.0,San Mateo,Residential,j-1772-2,26.699999999999964,32
41.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,14
41.0,Contra Costa,Residential,j-1772-2,6.7,1
41.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
41.25,Santa Clara,Residential,j-1772-2,6.700000000000002,5
41.25,Santa Clara,Non-Residential,j-1772-2,26.8,22
41.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,5
41.25,San Francisco,Non-Residential,chademo,0.0,0
41.25,San Francisco,Non-Residential,j-1772-2,0.0,2
41.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
41.25,Alameda,Non-Residential,j-1772-2,0.0,1
41.25,Marin,Residential,j-1772-2,6.700000000000002,4
41.25,Marin,Non-Residential,j-1772-2,0.0,3
41.25,San Mateo,Residential,j-1772-2,20.099999999999966,33
41.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,14
41.25,Contra Costa,Residential,j-1772-2,6.7,1
41.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
41.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
41.5,Santa Clara,Non-Residential,j-1772-2,20.1,20
41.5,San Francisco,Residential,j-1772-2,6.700000000000002,6
41.5,San Francisco,Non-Residential,chademo,0.0,0
41.5,San Francisco,Non-Residential,j-1772-2,0.0,2
41.5,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
41.5,Alameda,Non-Residential,j-1772-2,0.0,1
41.5,Marin,Residential,j-1772-2,6.700000000000002,4
41.5,Marin,Non-Residential,j-1772-2,6.7,4
41.5,San Mateo,Residential,j-1772-2,26.799999999999965,33
41.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,12
41.5,Contra Costa,Residential,j-1772-2,0.0,1
41.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
41.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
41.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,18
41.75,San Francisco,Residential,j-1772-2,6.700000000000002,6
41.75,San Francisco,Non-Residential,chademo,0.0,0
41.75,San Francisco,Non-Residential,j-1772-2,0.0,1
41.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
41.75,Alameda,Non-Residential,j-1772-2,6.7,2
41.75,Marin,Residential,j-1772-2,6.700000000000002,4
41.75,Marin,Non-Residential,j-1772-2,6.7,4
41.75,San Mateo,Residential,j-1772-2,20.099999999999966,33
41.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,13
41.75,Contra Costa,Residential,j-1772-2,0.0,1
41.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
42.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
42.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
42.0,San Francisco,Residential,j-1772-2,6.700000000000002,6
42.0,San Francisco,Non-Residential,chademo,0.0,0
42.0,San Francisco,Non-Residential,j-1772-2,0.0,1
42.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
42.0,Alameda,Non-Residential,j-1772-2,6.7,2
42.0,Marin,Residential,j-1772-2,6.700000000000002,4
42.0,Marin,Non-Residential,j-1772-2,6.7,4
42.0,San Mateo,Residential,j-1772-2,26.799999999999965,35
42.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,12
42.0,Contra Costa,Residential,j-1772-2,0.0,1
42.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
42.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
42.25,Santa Clara,Non-Residential,j-1772-2,26.8,18
42.25,San Francisco,Residential,j-1772-2,6.700000000000002,6
42.25,San Francisco,Non-Residential,chademo,0.0,0
42.25,San Francisco,Non-Residential,j-1772-2,0.0,1
42.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
42.25,Alameda,Non-Residential,j-1772-2,6.7,2
42.25,Marin,Residential,j-1772-2,6.700000000000002,4
42.25,Marin,Non-Residential,j-1772-2,0.0,4
42.25,San Mateo,Residential,j-1772-2,33.499999999999964,36
42.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,12
42.25,Contra Costa,Residential,j-1772-2,0.0,1
42.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
42.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
42.5,Santa Clara,Non-Residential,j-1772-2,26.8,17
42.5,San Francisco,Residential,j-1772-2,6.700000000000002,6
42.5,San Francisco,Non-Residential,chademo,0.0,0
42.5,San Francisco,Non-Residential,j-1772-2,0.0,1
42.5,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
42.5,Alameda,Non-Residential,j-1772-2,6.7,2
42.5,Marin,Residential,j-1772-2,6.700000000000002,3
42.5,Marin,Non-Residential,j-1772-2,0.0,4
42.5,San Mateo,Residential,j-1772-2,33.499999999999964,36
42.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
42.5,Contra Costa,Residential,j-1772-2,0.0,1
42.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
42.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,5
42.75,Santa Clara,Non-Residential,j-1772-2,20.1,16
42.75,San Francisco,Residential,j-1772-2,6.700000000000002,6
42.75,San Francisco,Non-Residential,chademo,0.0,0
42.75,San Francisco,Non-Residential,j-1772-2,0.0,1
42.75,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
42.75,Alameda,Non-Residential,j-1772-2,6.7,2
42.75,Marin,Residential,j-1772-2,6.700000000000002,3
42.75,Marin,Non-Residential,j-1772-2,0.0,4
42.75,San Mateo,Residential,j-1772-2,13.399999999999967,36
42.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,11
42.75,Contra Costa,Residential,j-1772-2,0.0,1
42.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
43.0,Santa Clara,Residential,j-1772-2,6.700000000000002,6
43.0,Santa Clara,Non-Residential,j-1772-2,20.1,16
43.0,San Francisco,Residential,j-1772-2,6.700000000000002,6
43.0,San Francisco,Non-Residential,chademo,0.0,0
43.0,San Francisco,Non-Residential,j-1772-2,0.0,1
43.0,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
43.0,Alameda,Non-Residential,j-1772-2,6.7,2
43.0,Marin,Residential,j-1772-2,6.700000000000002,3
43.0,Marin,Non-Residential,j-1772-2,0.0,4
43.0,San Mateo,Residential,j-1772-2,6.699999999999966,37
43.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,11
43.0,Contra Costa,Residential,j-1772-2,0.0,1
43.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
43.25,Santa Clara,Residential,j-1772-2,6.700000000000002,6
43.25,Santa Clara,Non-Residential,j-1772-2,20.1,16
43.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
43.25,San Francisco,Non-Residential,chademo,0.0,0
43.25,San Francisco,Non-Residential,j-1772-2,0.0,1
43.25,Alameda,Residential,j-1772-2,1.7763568394002505E-15,0
43.25,Alameda,Non-Residential,j-1772-2,0.0,1
43.25,Marin,Residential,j-1772-2,6.700000000000002,3
43.25,Marin,Non-Residential,j-1772-2,0.0,4
43.25,San Mateo,Residential,j-1772-2,33.499999999999964,41
43.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,11
43.25,Contra Costa,Residential,j-1772-2,0.0,1
43.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
43.5,Santa Clara,Residential,j-1772-2,6.700000000000002,6
43.5,Santa Clara,Non-Residential,j-1772-2,33.5,17
43.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
43.5,San Francisco,Non-Residential,chademo,0.0,0
43.5,San Francisco,Non-Residential,j-1772-2,0.0,1
43.5,Alameda,Residential,j-1772-2,6.700000000000002,1
43.5,Alameda,Non-Residential,j-1772-2,0.0,1
43.5,Marin,Residential,j-1772-2,6.700000000000002,3
43.5,Marin,Non-Residential,j-1772-2,0.0,4
43.5,San Mateo,Residential,j-1772-2,40.19999999999997,42
43.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,12
43.5,Contra Costa,Residential,j-1772-2,0.0,1
43.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
43.75,Santa Clara,Residential,j-1772-2,6.700000000000002,6
43.75,Santa Clara,Non-Residential,j-1772-2,26.8,16
43.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,6
43.75,San Francisco,Non-Residential,chademo,0.0,0
43.75,San Francisco,Non-Residential,j-1772-2,0.0,1
43.75,Alameda,Residential,j-1772-2,6.700000000000002,1
43.75,Alameda,Non-Residential,j-1772-2,0.0,1
43.75,Marin,Residential,j-1772-2,6.700000000000002,3
43.75,Marin,Non-Residential,j-1772-2,0.0,4
43.75,San Mateo,Residential,j-1772-2,66.89999999999998,46
43.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,11
43.75,Contra Costa,Residential,j-1772-2,0.0,1
43.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
44.0,Santa Clara,Residential,j-1772-2,6.700000000000002,6
44.0,Santa Clara,Non-Residential,j-1772-2,20.1,16
44.0,San Francisco,Residential,j-1772-2,6.700000000000002,7
44.0,San Francisco,Non-Residential,chademo,0.0,0
44.0,San Francisco,Non-Residential,j-1772-2,0.0,1
44.0,Alameda,Residential,j-1772-2,6.700000000000002,1
44.0,Alameda,Non-Residential,j-1772-2,0.0,1
44.0,Marin,Residential,j-1772-2,6.700000000000002,3
44.0,Marin,Non-Residential,j-1772-2,0.0,4
44.0,San Mateo,Residential,j-1772-2,80.29999999999998,48
44.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,11
44.0,Contra Costa,Residential,j-1772-2,0.0,1
44.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
44.25,Santa Clara,Residential,j-1772-2,13.400000000000002,7
44.25,Santa Clara,Non-Residential,j-1772-2,20.1,16
44.25,San Francisco,Residential,j-1772-2,6.700000000000002,7
44.25,San Francisco,Non-Residential,chademo,0.0,0
44.25,San Francisco,Non-Residential,j-1772-2,0.0,1
44.25,Alameda,Residential,j-1772-2,13.3,2
44.25,Alameda,Non-Residential,j-1772-2,0.0,1
44.25,Marin,Residential,j-1772-2,6.700000000000002,3
44.25,Marin,Non-Residential,j-1772-2,0.0,4
44.25,San Mateo,Residential,j-1772-2,73.59999999999998,50
44.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,10
44.25,Contra Costa,Residential,j-1772-2,0.0,1
44.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
44.5,Santa Clara,Residential,j-1772-2,13.400000000000002,7
44.5,Santa Clara,Non-Residential,j-1772-2,20.1,16
44.5,San Francisco,Residential,j-1772-2,6.700000000000002,7
44.5,San Francisco,Non-Residential,chademo,0.0,0
44.5,San Francisco,Non-Residential,j-1772-2,0.0,0
44.5,Alameda,Residential,j-1772-2,6.6000000000000005,2
44.5,Alameda,Non-Residential,j-1772-2,0.0,1
44.5,Marin,Residential,j-1772-2,13.400000000000002,4
44.5,Marin,Non-Residential,j-1772-2,0.0,4
44.5,San Mateo,Residential,j-1772-2,80.39999999999999,52
44.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,9
44.5,Contra Costa,Residential,j-1772-2,0.0,1
44.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
44.75,Santa Clara,Residential,j-1772-2,20.1,8
44.75,Santa Clara,Non-Residential,j-1772-2,20.1,16
44.75,San Francisco,Residential,j-1772-2,6.700000000000002,7
44.75,San Francisco,Non-Residential,chademo,0.0,0
44.75,San Francisco,Non-Residential,j-1772-2,0.0,0
44.75,Alameda,Residential,j-1772-2,20.0,4
44.75,Alameda,Non-Residential,j-1772-2,0.0,1
44.75,Marin,Residential,j-1772-2,6.700000000000002,4
44.75,Marin,Non-Residential,j-1772-2,0.0,4
44.75,San Mateo,Residential,j-1772-2,107.2,57
44.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,9
44.75,Contra Costa,Residential,j-1772-2,0.0,1
44.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
45.0,Santa Clara,Residential,j-1772-2,20.1,9
45.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
45.0,San Francisco,Residential,j-1772-2,6.700000000000002,7
45.0,San Francisco,Non-Residential,chademo,0.0,0
45.0,San Francisco,Non-Residential,j-1772-2,0.0,0
45.0,Alameda,Residential,j-1772-2,20.0,4
45.0,Alameda,Non-Residential,j-1772-2,0.0,1
45.0,Marin,Residential,j-1772-2,6.700000000000002,4
45.0,Marin,Non-Residential,j-1772-2,0.0,4
45.0,San Mateo,Residential,j-1772-2,100.5,58
45.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,8
45.0,Contra Costa,Residential,j-1772-2,0.0,1
45.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
45.25,Santa Clara,Residential,j-1772-2,13.400000000000002,9
45.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
45.25,San Francisco,Residential,j-1772-2,6.700000000000002,7
45.25,San Francisco,Non-Residential,chademo,0.0,0
45.25,San Francisco,Non-Residential,j-1772-2,0.0,0
45.25,Alameda,Residential,j-1772-2,20.0,4
45.25,Alameda,Non-Residential,j-1772-2,0.0,1
45.25,Marin,Residential,j-1772-2,13.400000000000002,5
45.25,Marin,Non-Residential,j-1772-2,0.0,4
45.25,San Mateo,Residential,j-1772-2,93.8,59
45.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,8
45.25,Contra Costa,Residential,j-1772-2,0.0,1
45.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
45.5,Santa Clara,Residential,j-1772-2,13.400000000000002,9
45.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
45.5,San Francisco,Residential,j-1772-2,6.700000000000002,7
45.5,San Francisco,Non-Residential,chademo,0.0,0
45.5,San Francisco,Non-Residential,j-1772-2,0.0,0
45.5,Alameda,Residential,j-1772-2,20.0,4
45.5,Alameda,Non-Residential,j-1772-2,0.0,1
45.5,Marin,Residential,j-1772-2,13.400000000000002,5
45.5,Marin,Non-Residential,j-1772-2,0.0,4
45.5,San Mateo,Residential,j-1772-2,80.39999999999999,59
45.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
45.5,Contra Costa,Residential,j-1772-2,0.0,1
45.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
45.75,Santa Clara,Residential,j-1772-2,13.400000000000002,9
45.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
45.75,San Francisco,Residential,j-1772-2,6.700000000000002,7
45.75,San Francisco,Non-Residential,chademo,0.0,0
45.75,San Francisco,Non-Residential,j-1772-2,0.0,0
45.75,Alameda,Residential,j-1772-2,20.0,4
45.75,Alameda,Non-Residential,j-1772-2,0.0,1
45.75,Marin,Residential,j-1772-2,13.400000000000002,5
45.75,Marin,Non-Residential,j-1772-2,0.0,4
45.75,San Mateo,Residential,j-1772-2,73.69999999999999,65
45.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
45.75,Contra Costa,Residential,j-1772-2,0.0,1
45.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
46.0,Santa Clara,Residential,j-1772-2,6.700000000000002,9
46.0,Santa Clara,Non-Residential,j-1772-2,20.1,16
46.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
46.0,San Francisco,Non-Residential,chademo,0.0,0
46.0,San Francisco,Non-Residential,j-1772-2,0.0,0
46.0,Alameda,Residential,j-1772-2,13.4,4
46.0,Alameda,Non-Residential,j-1772-2,0.0,1
46.0,Marin,Residential,j-1772-2,13.400000000000002,5
46.0,Marin,Non-Residential,j-1772-2,0.0,4
46.0,San Mateo,Residential,j-1772-2,66.89999999999998,66
46.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
46.0,Contra Costa,Residential,j-1772-2,0.0,1
46.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
46.25,Santa Clara,Residential,j-1772-2,6.700000000000002,10
46.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
46.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
46.25,San Francisco,Non-Residential,chademo,0.0,0
46.25,San Francisco,Non-Residential,j-1772-2,0.0,0
